review_id,product_name,skin_type,rating,review_text,review_date,sentiment
4550,Retinol Night Cream,Oily,1,This Retinol Night Cream did not work well for my Oily skin.,2021-10-21,Negative
4551,Charcoal Face Wash,Combination,3,The Charcoal Face Wash works fine but nothing very noticeable yet.,2024-02-22,Neutral
4552,Tea Tree Toner,Combination,2,My skin reacted badly after trying this Tea Tree Toner.,2023-04-28,Negative
4553,Hydrating Face Cream,Normal,5,I have been using this Hydrating Face Cream for a few weeks and my skin feels smoother.,2021-04-01,Positive
4554,Vitamin C Serum,Sensitive,3,This Vitamin C Serum seems fine for daily use so far.,2021-03-10,Neutral
4555,Anti-Aging Eye Cream,Combination,4,This Anti-Aging Eye Cream feels lightweight and keeps my skin hydrated.,2022-09-30,Positive
4556,Retinol Night Cream,Sensitive,3,The Retinol Night Cream feels decent but I expected more improvement.,2024-04-02,Neutral
4557,Aloe Vera Moisturizer,Dry,3,I tried this Aloe Vera Moisturizer for a few days and results are average.,2024-03-03,Neutral
4558,Tea Tree Toner,Dry,2,I expected better results from this Tea Tree Toner.,2022-08-05,Negative
4559,Retinol Night Cream,Combination,5,This Retinol Night Cream feels lightweight and keeps my skin hydrated.,2023-11-12,Positive
4560,Charcoal Face Wash,Normal,4,The texture of this Charcoal Face Wash is nice and my skin looks healthier.,2023-12-06,Positive
4561,Niacinamide Serum,Sensitive,3,I tried this Niacinamide Serum for a few days and results are average.,2021-09-29,Neutral
4562,Hydrating Face Cream,Sensitive,2,After using this Hydrating Face Cream my skin started feeling irritated.,2022-05-16,Negative
4563,Aloe Vera Moisturizer,Combination,2,This Aloe Vera Moisturizer did not work well for my Combination skin.,2023-12-27,Negative
4564,Sunscreen SPF50,Normal,2,My skin reacted badly after trying this Sunscreen SPF50.,2021-07-06,Negative
4565,Anti-Aging Eye Cream,Normal,3,I tried this Anti-Aging Eye Cream for a few days and results are average.,2023-05-08,Neutral
4566,Acne Control Gel,Oily,2,This Acne Control Gel did not work well for my Oily skin.,2022-04-14,Negative
4567,Aloe Vera Moisturizer,Combination,4,I have been using this Aloe Vera Moisturizer for a few weeks and my skin feels smoother.,2022-08-12,Positive
4568,Retinol Night Cream,Normal,1,I expected better results from this Retinol Night Cream.,2022-10-17,Negative
4569,Niacinamide Serum,Combination,5,The texture of this Niacinamide Serum is nice and my skin looks healthier.,2023-08-11,Positive
4570,Tea Tree Toner,Dry,5,After regular use this Tea Tree Toner improved my skin condition.,2022-01-11,Positive
4571,Acne Control Gel,Dry,4,This Acne Control Gel works well for my Dry skin and absorbs quickly.,2022-04-28,Positive
4572,Hydrating Face Cream,Normal,1,I expected better results from this Hydrating Face Cream.,2021-09-05,Negative
4573,Niacinamide Serum,Combination,1,This Niacinamide Serum did not work well for my Combination skin.,2023-01-12,Negative
4574,Niacinamide Serum,Combination,4,This Niacinamide Serum feels lightweight and keeps my skin hydrated.,2023-07-01,Positive
4575,Hydrating Face Cream,Sensitive,3,The Hydrating Face Cream feels decent but I expected more improvement.,2022-10-10,Neutral
4576,Acne Control Gel,Dry,1,This Acne Control Gel did not work well for my Dry skin.,2022-07-16,Negative
4577,Sunscreen SPF50,Oily,3,This Sunscreen SPF50 is okay but I am still unsure about the results.,2021-06-14,Neutral
4578,Vitamin C Serum,Oily,1,The texture of this Vitamin C Serum felt heavy and uncomfortable.,2023-07-16,Negative
4579,Tea Tree Toner,Dry,4,The texture of this Tea Tree Toner is nice and my skin looks healthier.,2023-08-10,Positive
4580,Acne Control Gel,Sensitive,2,The texture of this Acne Control Gel felt heavy and uncomfortable.,2023-09-28,Negative
4581,Sunscreen SPF50,Sensitive,3,This Sunscreen SPF50 seems fine for daily use so far.,2024-01-19,Neutral
4582,Aloe Vera Moisturizer,Sensitive,2,The texture of this Aloe Vera Moisturizer felt heavy and uncomfortable.,2023-11-13,Negative
4583,Retinol Night Cream,Sensitive,4,This Retinol Night Cream feels lightweight and keeps my skin hydrated.,2021-05-08,Positive
4584,Anti-Aging Eye Cream,Sensitive,2,My skin reacted badly after trying this Anti-Aging Eye Cream.,2021-01-12,Negative
4585,Retinol Night Cream,Sensitive,5,The texture of this Retinol Night Cream is nice and my skin looks healthier.,2021-08-03,Positive
4586,Aloe Vera Moisturizer,Normal,5,The texture of this Aloe Vera Moisturizer is nice and my skin looks healthier.,2023-01-11,Positive
4587,Charcoal Face Wash,Oily,1,I expected better results from this Charcoal Face Wash.,2022-01-08,Negative
4588,Anti-Aging Eye Cream,Normal,4,This Anti-Aging Eye Cream feels lightweight and keeps my skin hydrated.,2023-12-04,Positive
4589,Hydrating Face Cream,Oily,2,My skin reacted badly after trying this Hydrating Face Cream.,2022-05-02,Negative
4590,Retinol Night Cream,Oily,2,I expected better results from this Retinol Night Cream.,2024-01-10,Negative
4591,Sunscreen SPF50,Normal,3,I tried this Sunscreen SPF50 for a few days and results are average.,2021-08-06,Neutral
4592,Anti-Aging Eye Cream,Normal,3,This Anti-Aging Eye Cream is okay but I am still unsure about the results.,2021-05-06,Neutral
4593,Hydrating Face Cream,Dry,2,After using this Hydrating Face Cream my skin started feeling irritated.,2024-01-07,Negative
4594,Niacinamide Serum,Dry,1,This Niacinamide Serum did not work well for my Dry skin.,2021-12-13,Negative
4595,Tea Tree Toner,Normal,4,This Tea Tree Toner works well for my Normal skin and absorbs quickly.,2023-04-17,Positive
4596,Vitamin C Serum,Dry,5,After regular use this Vitamin C Serum improved my skin condition.,2022-08-21,Positive
4597,Hydrating Face Cream,Normal,2,I expected better results from this Hydrating Face Cream.,2022-04-27,Negative
4598,Vitamin C Serum,Combination,1,I expected better results from this Vitamin C Serum.,2021-07-22,Negative
4599,Acne Control Gel,Dry,4,The texture of this Acne Control Gel is nice and my skin looks healthier.,2021-05-29,Positive
4600,Tea Tree Toner,Oily,4,I have been using this Tea Tree Toner for a few weeks and my skin feels smoother.,2024-01-03,Positive
4601,Niacinamide Serum,Oily,3,This Niacinamide Serum seems fine for daily use so far.,2021-12-19,Neutral
4602,Charcoal Face Wash,Normal,3,I tried this Charcoal Face Wash for a few days and results are average.,2021-10-10,Neutral
4603,Aloe Vera Moisturizer,Sensitive,3,This Aloe Vera Moisturizer is okay but I am still unsure about the results.,2022-03-23,Neutral
4604,Acne Control Gel,Sensitive,3,This Acne Control Gel seems fine for daily use so far.,2021-01-27,Neutral
4605,Niacinamide Serum,Dry,4,This Niacinamide Serum works well for my Dry skin and absorbs quickly.,2021-12-21,Positive
4606,Vitamin C Serum,Normal,3,The Vitamin C Serum feels decent but I expected more improvement.,2021-09-18,Neutral
4607,Hydrating Face Cream,Sensitive,3,The Hydrating Face Cream works fine but nothing very noticeable yet.,2022-10-20,Negative
4608,Niacinamide Serum,Combination,3,This Niacinamide Serum seems fine for daily use so far.,2023-01-06,Neutral
4609,Tea Tree Toner,Dry,4,I have been using this Tea Tree Toner for a few weeks and my skin feels smoother.,2021-02-05,Positive
4610,Niacinamide Serum,Combination,1,After using this Niacinamide Serum my skin started feeling irritated.,2021-05-07,Positive
4611,Aloe Vera Moisturizer,Normal,5,This Aloe Vera Moisturizer feels lightweight and keeps my skin hydrated.,2022-07-31,Positive
4612,Vitamin C Serum,Combination,1,After using this Vitamin C Serum my skin started feeling irritated.,2022-01-30,Negative
4613,Niacinamide Serum,Normal,5,This Niacinamide Serum works well for my Normal skin and absorbs quickly.,2022-07-17,Positive
4614,Aloe Vera Moisturizer,Dry,3,This Aloe Vera Moisturizer is okay but I am still unsure about the results.,2023-07-15,Neutral
4615,Acne Control Gel,Dry,1,My skin reacted badly after trying this Acne Control Gel.,2021-07-25,Negative
4616,Niacinamide Serum,Normal,5,After regular use this Niacinamide Serum improved my skin condition.,2024-01-03,Positive
4617,Retinol Night Cream,Normal,3,This Retinol Night Cream seems fine for daily use so far.,2023-07-11,Neutral
4618,Anti-Aging Eye Cream,Combination,3,The Anti-Aging Eye Cream feels decent but I expected more improvement.,2021-06-22,Neutral
4619,Tea Tree Toner,Oily,5,The texture of this Tea Tree Toner is nice and my skin looks healthier.,2021-01-29,Positive
4620,Sunscreen SPF50,Normal,5,I have been using this Sunscreen SPF50 for a few weeks and my skin feels smoother.,2022-06-09,Positive
4621,Retinol Night Cream,Combination,5,This Retinol Night Cream feels lightweight and keeps my skin hydrated.,2023-05-10,Positive
4622,Acne Control Gel,Dry,1,After using this Acne Control Gel my skin started feeling irritated.,2023-09-25,Negative
4623,Vitamin C Serum,Normal,1,My skin reacted badly after trying this Vitamin C Serum.,2021-12-24,Neutral
4624,Anti-Aging Eye Cream,Combination,3,The Anti-Aging Eye Cream feels decent but I expected more improvement.,2021-03-03,Neutral
4625,Tea Tree Toner,Combination,1,This Tea Tree Toner did not work well for my Combination skin.,2022-02-12,Negative
4626,Aloe Vera Moisturizer,Oily,4,This Aloe Vera Moisturizer feels lightweight and keeps my skin hydrated.,2024-01-27,Positive
4627,Vitamin C Serum,Combination,5,This Vitamin C Serum works well for my Combination skin and absorbs quickly.,2021-06-27,Negative
4628,Charcoal Face Wash,Combination,3,This Charcoal Face Wash is okay but I am still unsure about the results.,2021-06-16,Neutral
4629,Anti-Aging Eye Cream,Dry,5,After regular use this Anti-Aging Eye Cream improved my skin condition.,2024-02-07,Positive
4630,Retinol Night Cream,Oily,3,This Retinol Night Cream seems fine for daily use so far.,2023-06-12,Neutral
4631,Acne Control Gel,Sensitive,2,I expected better results from this Acne Control Gel.,2021-10-25,Negative
4632,Vitamin C Serum,Normal,5,The texture of this Vitamin C Serum is nice and my skin looks healthier.,2022-10-24,Positive
4633,Niacinamide Serum,Normal,2,I expected better results from this Niacinamide Serum.,2024-01-03,Negative
4634,Acne Control Gel,Normal,5,I have been using this Acne Control Gel for a few weeks and my skin feels smoother.,2021-06-04,Positive
4635,Sunscreen SPF50,Normal,3,The Sunscreen SPF50 works fine but nothing very noticeable yet.,2022-11-05,Neutral
4636,Retinol Night Cream,Oily,5,This Retinol Night Cream works well for my Oily skin and absorbs quickly.,2023-05-06,Positive
4637,Charcoal Face Wash,Oily,2,My skin reacted badly after trying this Charcoal Face Wash.,2021-09-23,Negative
4638,Acne Control Gel,Normal,5,This Acne Control Gel works well for my Normal skin and absorbs quickly.,2023-08-03,Positive
4639,Niacinamide Serum,Normal,3,This Niacinamide Serum seems fine for daily use so far.,2023-08-17,Neutral
4640,Aloe Vera Moisturizer,Oily,1,I expected better results from this Aloe Vera Moisturizer.,2022-03-26,Negative
4641,Vitamin C Serum,Sensitive,4,This Vitamin C Serum feels lightweight and keeps my skin hydrated.,2021-05-26,Positive
4642,Tea Tree Toner,Normal,2,This Tea Tree Toner did not work well for my Normal skin.,2022-02-09,Positive
4643,Charcoal Face Wash,Sensitive,4,After regular use this Charcoal Face Wash improved my skin condition.,2022-03-28,Positive
4644,Hydrating Face Cream,Dry,5,This Hydrating Face Cream feels lightweight and keeps my skin hydrated.,2022-07-10,Positive
4645,Hydrating Face Cream,Combination,3,This Hydrating Face Cream is okay but I am still unsure about the results.,2023-06-16,Neutral
4646,Aloe Vera Moisturizer,Oily,3,The Aloe Vera Moisturizer works fine but nothing very noticeable yet.,2022-12-31,Neutral
4647,Charcoal Face Wash,Sensitive,4,After regular use this Charcoal Face Wash improved my skin condition.,2023-06-28,Positive
4648,Anti-Aging Eye Cream,Oily,2,My skin reacted badly after trying this Anti-Aging Eye Cream.,2023-06-12,Negative
4649,Aloe Vera Moisturizer,Sensitive,3,I tried this Aloe Vera Moisturizer for a few days and results are average.,2023-06-17,Neutral
4650,Acne Control Gel,Normal,5,This Acne Control Gel feels lightweight and keeps my skin hydrated.,2023-10-05,Positive
4651,Niacinamide Serum,Combination,1,This Niacinamide Serum did not work well for my Combination skin.,2021-01-12,Negative
4652,Retinol Night Cream,Combination,5,This Retinol Night Cream feels lightweight and keeps my skin hydrated.,2024-01-08,Positive
4653,Sunscreen SPF50,Combination,3,This Sunscreen SPF50 seems fine for daily use so far.,2022-02-18,Neutral
4654,Acne Control Gel,Sensitive,1,After using this Acne Control Gel my skin started feeling irritated.,2021-03-27,Negative
4655,Sunscreen SPF50,Sensitive,5,This Sunscreen SPF50 feels lightweight and keeps my skin hydrated.,2023-03-15,Positive
4656,Aloe Vera Moisturizer,Normal,4,This Aloe Vera Moisturizer feels lightweight and keeps my skin hydrated.,2022-07-25,Positive
4657,Niacinamide Serum,Normal,5,This Niacinamide Serum works well for my Normal skin and absorbs quickly.,2023-06-08,Positive
4658,Charcoal Face Wash,Sensitive,2,After using this Charcoal Face Wash my skin started feeling irritated.,2023-08-17,Negative
4659,Charcoal Face Wash,Normal,1,After using this Charcoal Face Wash my skin started feeling irritated.,2023-05-01,Negative
4660,Niacinamide Serum,Sensitive,3,The Niacinamide Serum feels decent but I expected more improvement.,2021-10-25,Neutral
4661,Sunscreen SPF50,Oily,4,After regular use this Sunscreen SPF50 improved my skin condition.,2021-07-15,Positive
4662,Sunscreen SPF50,Oily,5,After regular use this Sunscreen SPF50 improved my skin condition.,2022-03-15,Positive
4663,Acne Control Gel,Combination,3,This Acne Control Gel is okay but I am still unsure about the results.,2022-03-12,Neutral
4664,Sunscreen SPF50,Sensitive,4,This Sunscreen SPF50 works well for my Sensitive skin and absorbs quickly.,2021-05-14,Positive
4665,Niacinamide Serum,Normal,3,This Niacinamide Serum seems fine for daily use so far.,2023-02-09,Neutral
4666,Hydrating Face Cream,Dry,3,The Hydrating Face Cream feels decent but I expected more improvement.,2023-11-17,Neutral
4667,Acne Control Gel,Dry,5,After regular use this Acne Control Gel improved my skin condition.,2023-05-18,Positive
4668,Acne Control Gel,Dry,3,I tried this Acne Control Gel for a few days and results are average.,2022-01-27,Neutral
4669,Charcoal Face Wash,Sensitive,2,My skin reacted badly after trying this Charcoal Face Wash.,2023-02-22,Negative
4670,Retinol Night Cream,Normal,3,This Retinol Night Cream is okay but I am still unsure about the results.,2024-02-25,Positive
4671,Sunscreen SPF50,Dry,3,The Sunscreen SPF50 works fine but nothing very noticeable yet.,2022-02-01,Neutral
4672,Acne Control Gel,Sensitive,5,After regular use this Acne Control Gel improved my skin condition.,2023-01-29,Positive
4673,Vitamin C Serum,Combination,4,I have been using this Vitamin C Serum for a few weeks and my skin feels smoother.,2021-01-23,Positive
4674,Acne Control Gel,Dry,5,This Acne Control Gel feels lightweight and keeps my skin hydrated.,2022-12-26,Positive
4675,Charcoal Face Wash,Normal,1,My skin reacted badly after trying this Charcoal Face Wash.,2021-02-19,Negative
4676,Hydrating Face Cream,Combination,5,After regular use this Hydrating Face Cream improved my skin condition.,2021-08-27,Neutral
4677,Aloe Vera Moisturizer,Normal,1,After using this Aloe Vera Moisturizer my skin started feeling irritated.,2022-08-14,Negative
4678,Anti-Aging Eye Cream,Oily,3,This Anti-Aging Eye Cream is okay but I am still unsure about the results.,2022-12-18,Neutral
4679,Tea Tree Toner,Combination,3,The Tea Tree Toner works fine but nothing very noticeable yet.,2023-11-16,Negative
4680,Acne Control Gel,Oily,3,This Acne Control Gel is okay but I am still unsure about the results.,2023-07-04,Neutral
4681,Retinol Night Cream,Dry,4,This Retinol Night Cream feels lightweight and keeps my skin hydrated.,2023-04-07,Positive
4682,Retinol Night Cream,Normal,3,The Retinol Night Cream feels decent but I expected more improvement.,2023-11-08,Neutral
4683,Tea Tree Toner,Sensitive,1,The texture of this Tea Tree Toner felt heavy and uncomfortable.,2021-03-05,Negative
4684,Niacinamide Serum,Sensitive,4,This Niacinamide Serum works well for my Sensitive skin and absorbs quickly.,2023-03-20,Positive
4685,Tea Tree Toner,Normal,5,After regular use this Tea Tree Toner improved my skin condition.,2021-03-13,Positive
4686,Sunscreen SPF50,Oily,1,My skin reacted badly after trying this Sunscreen SPF50.,2022-09-08,Negative
4687,Niacinamide Serum,Combination,3,I tried this Niacinamide Serum for a few days and results are average.,2022-03-17,Neutral
4688,Aloe Vera Moisturizer,Combination,5,I have been using this Aloe Vera Moisturizer for a few weeks and my skin feels smoother.,2023-01-23,Positive
4689,Acne Control Gel,Combination,5,I have been using this Acne Control Gel for a few weeks and my skin feels smoother.,2022-06-11,Positive
4690,Hydrating Face Cream,Sensitive,5,This Hydrating Face Cream feels lightweight and keeps my skin hydrated.,2021-04-08,Positive
4691,Sunscreen SPF50,Combination,3,The Sunscreen SPF50 works fine but nothing very noticeable yet.,2021-08-25,Neutral
4692,Charcoal Face Wash,Oily,3,The Charcoal Face Wash works fine but nothing very noticeable yet.,2021-03-04,Neutral
4693,Acne Control Gel,Oily,3,This Acne Control Gel seems fine for daily use so far.,2021-01-28,Neutral
4694,Aloe Vera Moisturizer,Dry,3,This Aloe Vera Moisturizer seems fine for daily use so far.,2022-05-27,Neutral
4695,Aloe Vera Moisturizer,Dry,1,After using this Aloe Vera Moisturizer my skin started feeling irritated.,2023-05-22,Negative
4696,Aloe Vera Moisturizer,Combination,4,This Aloe Vera Moisturizer works well for my Combination skin and absorbs quickly.,2024-02-15,Positive
4697,Aloe Vera Moisturizer,Normal,4,After regular use this Aloe Vera Moisturizer improved my skin condition.,2021-11-03,Positive
4698,Vitamin C Serum,Combination,5,I have been using this Vitamin C Serum for a few weeks and my skin feels smoother.,2023-05-10,Positive
4699,Niacinamide Serum,Combination,1,My skin reacted badly after trying this Niacinamide Serum.,2023-01-01,Negative
4700,Tea Tree Toner,Oily,4,The texture of this Tea Tree Toner is nice and my skin looks healthier.,2023-10-09,Positive
4701,Vitamin C Serum,Combination,1,My skin reacted badly after trying this Vitamin C Serum.,2023-09-27,Negative
4702,Sunscreen SPF50,Sensitive,4,I have been using this Sunscreen SPF50 for a few weeks and my skin feels smoother.,2023-11-02,Positive
4703,Hydrating Face Cream,Dry,4,This Hydrating Face Cream feels lightweight and keeps my skin hydrated.,2022-06-30,Positive
4704,Acne Control Gel,Sensitive,2,My skin reacted badly after trying this Acne Control Gel.,2024-01-21,Negative
4705,Charcoal Face Wash,Dry,3,This Charcoal Face Wash is okay but I am still unsure about the results.,2022-10-01,Neutral
4706,Acne Control Gel,Combination,5,I have been using this Acne Control Gel for a few weeks and my skin feels smoother.,2022-04-02,Positive
4707,Retinol Night Cream,Combination,4,I have been using this Retinol Night Cream for a few weeks and my skin feels smoother.,2021-08-02,Negative
4708,Aloe Vera Moisturizer,Normal,3,The Aloe Vera Moisturizer feels decent but I expected more improvement.,2022-12-06,Neutral
4709,Acne Control Gel,Oily,3,This Acne Control Gel seems fine for daily use so far.,2021-04-02,Neutral
4710,Sunscreen SPF50,Dry,3,I tried this Sunscreen SPF50 for a few days and results are average.,2022-07-27,Positive
4711,Sunscreen SPF50,Normal,5,This Sunscreen SPF50 works well for my Normal skin and absorbs quickly.,2024-03-08,Positive
4712,Tea Tree Toner,Sensitive,3,This Tea Tree Toner seems fine for daily use so far.,2021-03-28,Neutral
4713,Aloe Vera Moisturizer,Combination,3,The Aloe Vera Moisturizer works fine but nothing very noticeable yet.,2022-09-12,Neutral
4714,Tea Tree Toner,Normal,3,I tried this Tea Tree Toner for a few days and results are average.,2021-08-19,Neutral
4715,Niacinamide Serum,Sensitive,3,I tried this Niacinamide Serum for a few days and results are average.,2024-02-15,Neutral
4716,Aloe Vera Moisturizer,Oily,2,The texture of this Aloe Vera Moisturizer felt heavy and uncomfortable.,2023-06-29,Negative
4717,Retinol Night Cream,Dry,2,The texture of this Retinol Night Cream felt heavy and uncomfortable.,2023-12-11,Negative
4718,Sunscreen SPF50,Normal,2,This Sunscreen SPF50 did not work well for my Normal skin.,2021-08-24,Negative
4719,Anti-Aging Eye Cream,Oily,4,I have been using this Anti-Aging Eye Cream for a few weeks and my skin feels smoother.,2024-02-13,Neutral
4720,Hydrating Face Cream,Normal,4,This Hydrating Face Cream works well for my Normal skin and absorbs quickly.,2021-11-01,Positive
4721,Vitamin C Serum,Combination,4,After regular use this Vitamin C Serum improved my skin condition.,2022-05-22,Negative
4722,Retinol Night Cream,Combination,1,I expected better results from this Retinol Night Cream.,2022-08-03,Negative
4723,Charcoal Face Wash,Normal,1,After using this Charcoal Face Wash my skin started feeling irritated.,2023-01-07,Negative
4724,Sunscreen SPF50,Oily,5,The texture of this Sunscreen SPF50 is nice and my skin looks healthier.,2021-12-04,Positive
4725,Aloe Vera Moisturizer,Dry,1,This Aloe Vera Moisturizer did not work well for my Dry skin.,2022-11-14,Negative
4726,Charcoal Face Wash,Dry,3,I tried this Charcoal Face Wash for a few days and results are average.,2022-07-22,Neutral
4727,Vitamin C Serum,Dry,5,The texture of this Vitamin C Serum is nice and my skin looks healthier.,2021-04-16,Positive
4728,Niacinamide Serum,Normal,3,The Niacinamide Serum feels decent but I expected more improvement.,2024-01-30,Neutral
4729,Hydrating Face Cream,Combination,3,I tried this Hydrating Face Cream for a few days and results are average.,2024-04-01,Neutral
4730,Anti-Aging Eye Cream,Normal,5,The texture of this Anti-Aging Eye Cream is nice and my skin looks healthier.,2022-07-15,Positive
4731,Vitamin C Serum,Oily,3,I tried this Vitamin C Serum for a few days and results are average.,2021-05-02,Neutral
4732,Retinol Night Cream,Oily,3,The Retinol Night Cream feels decent but I expected more improvement.,2022-12-10,Neutral
4733,Vitamin C Serum,Normal,3,The Vitamin C Serum works fine but nothing very noticeable yet.,2022-05-26,Neutral
4734,Acne Control Gel,Sensitive,2,My skin reacted badly after trying this Acne Control Gel.,2024-03-22,Negative
4735,Aloe Vera Moisturizer,Dry,1,This Aloe Vera Moisturizer did not work well for my Dry skin.,2021-03-25,Negative
4736,Sunscreen SPF50,Oily,3,I tried this Sunscreen SPF50 for a few days and results are average.,2022-09-01,Neutral
4737,Vitamin C Serum,Sensitive,1,After using this Vitamin C Serum my skin started feeling irritated.,2024-03-17,Negative
4738,Niacinamide Serum,Dry,3,The Niacinamide Serum works fine but nothing very noticeable yet.,2022-03-06,Neutral
4739,Vitamin C Serum,Sensitive,4,I have been using this Vitamin C Serum for a few weeks and my skin feels smoother.,2022-04-23,Positive
4740,Vitamin C Serum,Normal,2,The texture of this Vitamin C Serum felt heavy and uncomfortable.,2023-10-21,Negative
4741,Sunscreen SPF50,Oily,5,The texture of this Sunscreen SPF50 is nice and my skin looks healthier.,2022-03-02,Negative
4742,Retinol Night Cream,Combination,3,The Retinol Night Cream works fine but nothing very noticeable yet.,2023-06-17,Neutral
4743,Charcoal Face Wash,Normal,1,This Charcoal Face Wash did not work well for my Normal skin.,2022-07-01,Negative
4744,Sunscreen SPF50,Sensitive,1,I expected better results from this Sunscreen SPF50.,2022-03-09,Negative
4745,Tea Tree Toner,Combination,2,After using this Tea Tree Toner my skin started feeling irritated.,2023-10-15,Negative
4746,Hydrating Face Cream,Oily,3,This Hydrating Face Cream seems fine for daily use so far.,2022-12-23,Neutral
4747,Niacinamide Serum,Combination,5,After regular use this Niacinamide Serum improved my skin condition.,2023-04-20,Positive
4748,Charcoal Face Wash,Combination,2,This Charcoal Face Wash did not work well for my Combination skin.,2022-09-23,Negative
4749,Retinol Night Cream,Dry,3,The Retinol Night Cream feels decent but I expected more improvement.,2021-11-02,Neutral
4750,Retinol Night Cream,Sensitive,5,After regular use this Retinol Night Cream improved my skin condition.,2021-06-19,Negative
4751,Aloe Vera Moisturizer,Dry,4,After regular use this Aloe Vera Moisturizer improved my skin condition.,2023-01-22,Positive
4752,Vitamin C Serum,Combination,5,After regular use this Vitamin C Serum improved my skin condition.,2022-11-02,Positive
4753,Sunscreen SPF50,Dry,5,I have been using this Sunscreen SPF50 for a few weeks and my skin feels smoother.,2021-06-22,Positive
4754,Vitamin C Serum,Dry,4,After regular use this Vitamin C Serum improved my skin condition.,2021-02-09,Positive
4755,Anti-Aging Eye Cream,Oily,4,This Anti-Aging Eye Cream feels lightweight and keeps my skin hydrated.,2021-12-04,Positive
4756,Retinol Night Cream,Dry,3,The Retinol Night Cream feels decent but I expected more improvement.,2021-04-09,Neutral
4757,Aloe Vera Moisturizer,Combination,3,The Aloe Vera Moisturizer works fine but nothing very noticeable yet.,2023-03-16,Neutral
4758,Charcoal Face Wash,Oily,1,My skin reacted badly after trying this Charcoal Face Wash.,2022-10-30,Neutral
4759,Anti-Aging Eye Cream,Sensitive,4,I have been using this Anti-Aging Eye Cream for a few weeks and my skin feels smoother.,2022-03-20,Positive
4760,Acne Control Gel,Combination,5,This Acne Control Gel feels lightweight and keeps my skin hydrated.,2023-08-18,Positive
4761,Charcoal Face Wash,Normal,1,I expected better results from this Charcoal Face Wash.,2023-01-08,Negative
4762,Anti-Aging Eye Cream,Combination,4,I have been using this Anti-Aging Eye Cream for a few weeks and my skin feels smoother.,2023-11-04,Positive
4763,Tea Tree Toner,Normal,4,After regular use this Tea Tree Toner improved my skin condition.,2024-03-05,Positive
4764,Vitamin C Serum,Combination,5,This Vitamin C Serum feels lightweight and keeps my skin hydrated.,2021-01-11,Positive
4765,Acne Control Gel,Normal,3,The Acne Control Gel feels decent but I expected more improvement.,2023-03-08,Neutral
4766,Hydrating Face Cream,Normal,4,The texture of this Hydrating Face Cream is nice and my skin looks healthier.,2021-10-10,Positive
4767,Charcoal Face Wash,Dry,3,I tried this Charcoal Face Wash for a few days and results are average.,2022-06-24,Neutral
4768,Retinol Night Cream,Combination,3,The Retinol Night Cream works fine but nothing very noticeable yet.,2023-03-10,Positive
4769,Sunscreen SPF50,Normal,3,This Sunscreen SPF50 seems fine for daily use so far.,2022-09-23,Neutral
4770,Charcoal Face Wash,Sensitive,1,My skin reacted badly after trying this Charcoal Face Wash.,2023-06-15,Negative
4771,Niacinamide Serum,Dry,4,I have been using this Niacinamide Serum for a few weeks and my skin feels smoother.,2022-11-23,Positive
4772,Retinol Night Cream,Sensitive,5,I have been using this Retinol Night Cream for a few weeks and my skin feels smoother.,2022-01-16,Positive
4773,Tea Tree Toner,Oily,3,The Tea Tree Toner feels decent but I expected more improvement.,2021-05-27,Neutral
4774,Aloe Vera Moisturizer,Sensitive,5,After regular use this Aloe Vera Moisturizer improved my skin condition.,2021-08-21,Positive
4775,Acne Control Gel,Oily,4,The texture of this Acne Control Gel is nice and my skin looks healthier.,2023-03-06,Positive
4776,Tea Tree Toner,Dry,4,This Tea Tree Toner works well for my Dry skin and absorbs quickly.,2023-01-31,Positive
4777,Retinol Night Cream,Combination,1,I expected better results from this Retinol Night Cream.,2024-01-09,Negative
4778,Vitamin C Serum,Dry,2,I expected better results from this Vitamin C Serum.,2024-01-09,Negative
4779,Hydrating Face Cream,Sensitive,3,This Hydrating Face Cream seems fine for daily use so far.,2022-04-08,Neutral
4780,Sunscreen SPF50,Dry,5,After regular use this Sunscreen SPF50 improved my skin condition.,2022-09-14,Positive
4781,Aloe Vera Moisturizer,Combination,2,After using this Aloe Vera Moisturizer my skin started feeling irritated.,2022-02-07,Negative
4782,Acne Control Gel,Dry,3,The Acne Control Gel feels decent but I expected more improvement.,2022-05-05,Neutral
4783,Vitamin C Serum,Combination,2,I expected better results from this Vitamin C Serum.,2022-05-24,Negative
4784,Acne Control Gel,Dry,1,I expected better results from this Acne Control Gel.,2023-06-09,Negative
4785,Aloe Vera Moisturizer,Normal,5,This Aloe Vera Moisturizer feels lightweight and keeps my skin hydrated.,2021-03-09,Positive
4786,Niacinamide Serum,Normal,3,The Niacinamide Serum feels decent but I expected more improvement.,2022-11-11,Neutral
4787,Hydrating Face Cream,Dry,3,The Hydrating Face Cream works fine but nothing very noticeable yet.,2022-01-31,Neutral
4788,Acne Control Gel,Oily,1,This Acne Control Gel did not work well for my Oily skin.,2021-03-15,Negative
4789,Vitamin C Serum,Normal,1,This Vitamin C Serum did not work well for my Normal skin.,2021-09-18,Negative
4790,Aloe Vera Moisturizer,Combination,3,I tried this Aloe Vera Moisturizer for a few days and results are average.,2023-04-24,Neutral
4791,Acne Control Gel,Combination,3,I tried this Acne Control Gel for a few days and results are average.,2022-10-25,Neutral
